STOCK  WORKSHEET AS AT  2022-03-26
ITEM NO , CODE ,  ITEM  , UNITS , CATEGORY , QUANTITY , UNIT PRICE , VALUE , PHYSICAL COUNT ,  DIFFERENCE , REMARKS
372,,CANDITRAL 100MG 12`S CAPSULES,KGS,,0,140.00,0.00
373,,CANESTEN CREAM 20G,KGS,,0,428.00,0.00
374,,CAPSIFENAC GEL 20G,KGS,,0,156.00,0.00
375,,CARAL 5MG TABS 100`SCARBIMAZOLE,KGS,,0,2.07,0.00
376,,CARBAMAZIPINE 200MG 100`S,KGS,,0,10.00,0.00
377,,CARBIMAZOLE 5MG TABS 100`SREMEDICA,KGS,,0,9.00,0.00
378,,CARBIMEX 5MG 100`S,KGS,,0,9.50,0.00
379,,CARCA 12.5 MG 30`S,KGS,,0,50.00,0.00
380,,CARCA 25MG TABS 30`S,KGS,,0,45.05,0.00
381,,CARCA 3.125MG 30`S,KGS,,0,21.00,0.00
382,,CARCA 6.25MG 30`S,KGS,,0,25.00,0.00
383,,CARDACE 5MG 28`S,KGS,,0,2.21,0.00
384,,CARDINOL 100MG 28S - OLD,KGS,,0,5.54,0.00
385,,CARDIOACE CAP 30`S,KGS,,0,"1,036.80",0.00
386,,CARDISPRIN 75MG 28`S,KGS,,0,3.00,0.00
387,,CARDITAN 50MG 28`S,KGS,,0,4.14,0.00
388,,CARDITAN H FILM COATED TABS 28`S,KGS,,0,5.00,0.00
389,,CAREBAMA 200MG 100`S,KGS,,0,10.00,0.00
390,,CAREWAY ZINC  15MG  60`S,KGS,,0,300.00,0.00
391,,CARNATION CORN CAPS 5`S,KGS,,0,42.00,0.00
392,,CARTIL FORTE 30`S,KGS,,0,50.00,0.00
393,,CARTIL OMEGA ADVANCED JOINT CARE FORMULA 30`S,KGS,,0,60.00,0.00
394,,CARTIMOVE D 10`S,KGS,,0,64.00,0.00
395,,CARTINEX OD 1000MG TABS 30`S,KGS,,0,63.00,0.00
396,,CASH BOOK I QUIRE,,STATIONARY,30,130.00,"3,900.00"
397,,CATAFLAM 25MG TAB`S 20`S,KGS,,0,27.41,0.00
398,,CATAFLAM 50MG 100`S,KGS,,0,36.84,0.00
399,,CATAFLAM DROP`S 15ML,KGS,,0,800.00,0.00
400,,CATOXYMAG N SUSP 200ML,KGS,,0,230.00,0.00
401,,CAUSTIC PENCIL 40% 1`S,KGS,,0,250.00,0.00
402,,CAUSTIC PENCIL 95% 1`S,KGS,,0,190.00,0.00
403,,CAVIC C PLUS EFFERVESCENT TABS 10`S,KGS,,0,0.00,0.00
404,,CAVIC-C PLUS 10S,KGS,,0,500.00,0.00
405,,CEFASYN 500MG TABS 10`SCEFUROXIME,KGS,,0,0.00,0.00
406,,CEFAXIL 500MG 10`S,KGS,,0,350.00,0.00
407,,CEFIXIME 200MG TABS 10`S THEOFIX,KGS,,0,11.50,0.00
408,,CEFIXIME 400MG TABS,KGS,,60,12.10,726.00
409,,CEFTRIAXONE INJ.1G,KGS,,0,100.00,0.00
410,,CEFUROME SUSP 50ML,KGS,,0,220.00,0.00
411,,CEFUROXAMINE 500MG TABS 10S ,KGS,,5,199.00,995.00
412,,CELCOXX 200MG 50`S,KGS,,0,38.00,0.00
413,,CELEBREX CAP`S 200MG 100`S,KGS,,0,54.00,0.00
414,,CELESTAMINE TABS 30`S,KGS,,30,14.80,444.00
415,GL002,CEMENT,BAG,GENERAL HARDWARE,0,700.00,0.00
416,,CENTRUM ADVANCE 50+ TABS 30`S,KGS,,0,"1,200.00",0.00
417,,CENTRUM ADVANCE TABS 30`S,KGS,,0,40.00,0.00
418,,CENTRUM ADVANCE TABS 60`S,KGS,,0,29.17,0.00
419,,CENTRUM FRUITY CHEWABLES TABS 30`S,KGS,,0,0.00,0.00
420,,CENTRUM WOMEN 50+ 30`S,KGS,,0,"1,500.00",0.00
421,,CEPROLEN EYE/EAR DROPS 5ML,KGS,,0,175.00,0.00
422,,CEPROLEN-D DROPS EYE/EAR DROPS 5ML,KGS,,0,284.00,0.00
423,,CEREGARD TABLETS 10`S,KGS,,0,111.36,0.00
424,,CERUMOL EAR DROP`S DUAL ACTION FORMULA 10ML,KGS,,0,350.00,0.00
425,,CETAMOL PARACETAMOL SYRUP 60ML,KGS,,1,43.00,43.00
426,,CETAMOL PARACETAMOL SYRUP INFANTS/CHILDREN 100ML,KGS,,0,115.00,0.00
427,,CETAMOL TABS 100S,KGS,,300,0.90,270.00
428,,CETRINO CREAM 24GM,KGS,,1,117.00,117.00
429,,CETRIZ SYRUP 60ML,KGS,,0,60.00,0.00
430,,CETRIZET 10MG TABS 100`S,KGS,,0,7.50,0.00
431,,CETRIZET D 5MG 100`S,KGS,,0,26.40,0.00
432,,CETRIZINE GENERICS TABS,KGS,,300,0.80,240.00
433,,CETRIZINE SYRUP 60ML ZYCET,KGS,,1,35.00,35.00
434,,CHALEATE SYR. 60ML,KGS,,0,25.00,0.00
435,,CHERICOF SYP 100ML,KGS,,0,158.00,0.00
436,,CHLORAMPHENICAL EAR DROPS 10ML,KGS,,1,36.00,36.00
437,,CIALIS 20MG 4`S,KGS,,0,779.80,0.00
438,,CICLOHALE 160 INHALER 120MD,KGS,,0,"1,564.75",0.00
439,,CIF POWER & SHINE 700ML,KGS,,0,900.00,0.00
440,,CILNEED 10MG TABS 30`S,KGS,,0,29.77,0.00
441,,CIPIEM TABS 1000`S,KGS,,0,0.50,0.00
442,,CIPLADON 1000MG SOLUBLE TABS 8`S,KGS,,0,42.25,0.00
443,,CIPRALEX  TABS 10MG 28`S,KGS,,0,102.34,0.00
444,,CIPRALEX BLIST 10MG TABS 28`S,KGS,,0,99.58,0.00
445,,CIPRAM 20MG TABS 28`S,KGS,,0,180.13,0.00
446,,CIPRO DENK 500MG 1 X 10,KGS,,0,68.00,0.00
447,,CIPRO-DENK 500MG 10`S,KGS,,0,77.00,0.00
448,,CIPROBAY 500MG 10`S,KGS,,0,330.00,0.00
449,,CIPROCENT 5G EYE OINTMENT,KGS,,0,267.00,0.00
450,,CIPRODENK 500MG  10`S,KGS,,0,68.75,0.00
451,,CIPROFLOXACIN 500MG TABS 10S,KGS,,6,39.90,239.40
452,,CIPROFRED 500MG 10`S,KGS,,0,100.00,0.00
453,,CIPROFRED 500MG TABS 100`S,KGS,,0,4.50,0.00
454,,CIPROINTA 500MG 10`S,KGS,,0,263.00,0.00
455,,CIPROLEN-DEYE/EAR DROP 5ML,KGS,,0,250.00,0.00
456,,CITAL SYRUP 100ML,KGS,,0,181.90,0.00
457,,CITOPAM TABS 20MG 30`S,KGS,,0,80.00,0.00
458,,CITRO SODA CRANBERRY 120GM,KGS,,0,612.00,0.00
459,,CITRO SODA CRANBERRY 60GM,KGS,,0,412.00,0.00
460,,CITRO SODA REGULAR 120G,KGS,,0,613.80,0.00
461,,CITRO-SODA 120G,KGS,,0,612.00,0.00
462,,CITRO-SODA 60G,KGS,,0,540.00,0.00
463,,CITROSODA ORIGINAL 120G,KGS,,0,613.80,0.00
464,,CLANOX 228.5 MG DRY SYR. 100ML,KGS,,6,85.00,510.00
465,,CLANOXY 2228.5 MG 100ML,KGS,,0,85.00,0.00
466,,CLARINASE TAB`S 14`S,KGS,,0,54.00,0.00
467,,CLARITEK 500MG TAB`S 10`S,KGS,,0,100.00,0.00
468,,CLARITINE 10MG 30`S,KGS,,0,51.29,0.00
469,,CLARITINE IORATADINE SYRUP 100ML,KGS,,0,540.00,0.00
470,,CLARITYNE 10MG NON-DROWSY TABS 30`S,KGS,,0,54.00,0.00
471,,CLARITYNE SYRUP 100ML,KGS,,0,530.00,0.00
472,,CLAVAM 1G 10`S,KGS,,0,0.00,0.00
473,,CLAVAM 625MG 20S,KGS,,0,0.00,0.00
474,,CLAVAM 625MG 20`S,KGS,,0,16.88,0.00
475,,CLAVULIN 625MG 14`S,KGS,,0,76.00,0.00
476,,CLEAR T GEL 20MG,KGS,,0,397.00,0.00
477,,CLINEED 10MG TABS 30`S,KGS,,0,893.00,0.00
478,,CLITH {CLARITHROMYCIN} 500MG 10`S,KGS,,0,300.00,0.00
479,,CLOB CREAM,KGS,,1,33.00,33.00
480,,CLOB-B CREAM 15G,KGS,,1,68.00,68.00
481,,CLOFORT 125MG/5ML SUSP. 70ML,KGS,,0,610.00,0.00
482,,CLOFORT 250MG/5ML SUSP. 70ML,KGS,,0,"1,000.00",0.00
483,,CLOMID 50MG 30`S,KGS,,0,80.00,0.00
484,,CLOMID 50MG TAB`S 10`S,KGS,,0,69.00,0.00
485,,CLOPHENE 30`S,KGS,,0,35.00,0.00
486,,CLOPICIP 75MG TABS 30`S,KGS,,0,42.00,0.00
487,,CLOPILET 75MG TABS 30`S,KGS,,0,60.00,0.00
488,,CLOTH MASK ,KGS,,0,20.00,0.00
489,,CLOTRI-DENK CREAM 20G,KGS,,0,329.00,0.00
490,,CLOTRIMAZOLE CREAM,KGS,,1,16.00,16.00
491,,CLOTRIMAZOLE CREAM  20G,KGS,,0,35.00,0.00
492,,CLOTRIMAZOLE PESSARIES 6S,KGS,,7,24.00,168.00
493,,CLOZOLE B CREAM 15G,KGS,,0,100.00,0.00
494,,CLOZOLE CREAM 20G - OLD,KGS,,0,25.20,0.00
495,,CO-DIOVAN 80/12.5MG TABS 28`S,KGS,,0,130.00,0.00
496,,CO-MICARDIS PLUS 40/12.5MG TABS 28`S,KGS,,0,88.00,0.00
497,,CO-MICARDIS PLUS 80/12.5MG 28`S,KGS,,0,101.00,0.00
498,,CO-TEAM 40MG/12.5 MG 14`S,KGS,,0,39.20,0.00
499,,CO-TRIMAZOLE 480MG,KGS,,100,10.00,"1,000.00"
500,,CO-TRIMAZOLE 960MG,KGS,,20,28.50,570.00
501,,COAPROVEL 150/12.5MG 28`S TABS,KGS,,0,85.75,0.00
502,,COAPROVEL 300/12.5MG 28`S TAB`S,KGS,,0,112.00,0.00
503,,COARTEM 20/120MG TABS 6`S NPP,KGS,,0,25.00,0.00
504,,COARTEM 80/480MG TABS 6`S,KGS,,0,110.00,0.00
505,,CODIMEX-CT SYRUP 60ML,KGS,,0,100.00,0.00
506,,COLD CAPS ORIG 12S,KGS,,48,6.40,307.20
507,,COLD FLU CAPS 12S,KGS,,48,2.75,132.00
508,,COLD SOFT DM 10`S,KGS,,0,7.00,0.00
509,,COLDCAP CAP 96`S,KGS,,0,8.00,0.00
510,,COLDCAP DAYTIME & NIGHTTIME 24`S CAPS,KGS,,0,6.00,0.00
511,,COLDCAP DAYTIME NON-DROWSY 12`S,KGS,,0,8.00,0.00
512,,COLDCAP ORIGINAL 12`S,KGS,,0,8.00,0.00
513,,COLDCAP SYRUP 100ML,KGS,,0,63.36,0.00
514,,COLDCAP SYRUP 100ML - OLD,KGS,,0,63.50,0.00
515,,COLLAMAX COLLAGEN 10GM SACHETS 10`S,KGS,,0,124.00,0.00
516,,COLOPREP BOWEL PREPARATION 2X177ML ORANGE,KGS,,0,0.00,0.00
517,,COLOSAR DENK 100MG/12.5 28`S,KGS,,0,41.00,0.00
518,,COLOSAR DENK 50/12.5MG 28`S,KGS,,0,22.57,0.00
519,,COMBIGAN EYE DROPS 5ML,KGS,,0,"1,705.00",0.00
520,,COMBIVENT 20 UDV LIQUID,KGS,,0,"2,182.99",0.00
521,,COMPOUND SODIUM LACTATE,KGS,,0,100.00,0.00
522,,CONACE MR 30`S,KGS,,0,15.00,0.00
523,,CONACE-P 30`S,KGS,,0,15.00,0.00
524,,CONACE-P TABS 30`S,KGS,,0,6.00,0.00
525,,CONCERTA 18MG TABS 30`S,KGS,,0,96.00,0.00
526,,CONCOR 10MG TAB`S 30`S,KGS,,0,72.00,0.00
527,,CONCOR 5MG 30`S,KGS,,0,31.00,0.00
528,,CONERGY CO-O10 30MG 30`S,KGS,,0,41.00,0.00
529,,CONJUGATED ESTROGEN VAGINAL CREAM 14G,KGS,,0,"1,800.00",0.00
530,,CONTOUR PLUS GLUCOMETER,KGS,,0,0.00,0.00
531,,CONTOUR PLUS STRIPS 50`S,KGS,,0,"2,036.85",0.00
532,,CONTRATUBEX 20G CREAM,KGS,,0,748.00,0.00
533,,CORAL`S VITAMIN C 1000MG EFFER TABS 20`S,KGS,,0,405.00,0.00
534,,CORONIL TABS ,KGS,,0,"1,350.00",0.00
535,,CORSODYL FRESH MINT MOUTHWASH 300ML,KGS,,0,800.00,0.00
536,,CORSODYL M/W MINT 300ML,KGS,,0,862.00,0.00
537,,COSAMIDE TABS 100MG 10`S,KGS,,0,160.00,0.00
538,,COSCOF C SYRUP 100ML,KGS,,0,225.00,0.00
539,,COSVATE-GM CREAM 15G,KGS,,0,165.30,0.00
540,,COTASMI 40MG + 12.5MG TABS 14`S,KGS,,0,47.41,0.00
541,,COTIPRED 20MG EFFERVESCENT TABS 20`S,KGS,,0,640.00,0.00
542,,COTTON WOOL 100G,KGS,,5,34.00,170.00
543,,COTTON WOOL 200G,KGS,,0,94.00,0.00
544,,COTTON WOOL 400G,KGS,,0,205.00,0.00
545,,COTTON WOOL 50G,KGS,,5,20.00,100.00
546,,COUNJUGATE ESTROGEN VAGINAL CREAM 14G,KGS,,0,"1,800.00",0.00
547,,COUTGESIC 80MG TABS 10`S,KGS,,0,106.25,0.00
548,,COVERAM 10MG/5MG 30`S,KGS,,0,81.00,0.00
549,,COVERAM 5MG/10MG 30`S,KGS,,0,67.00,0.00
550,,COVERSYL 10MG TABS 30`S,KGS,,0,81.00,0.00
551,,COVERSYL 5MG TABS 30`S,KGS,,0,62.00,0.00
552,,COWNPLAST 2INCHES,KGS,,0,75.00,0.00
553,,COXIRAV 120MG TABS 10`SETORICOXIB,KGS,,0,30.00,0.00
554,,COZEPAM 5MG 100`S,KGS,,0,1.34,0.00
555,,CREATINE 205G,KGS,,0,"2,500.00",0.00
556,,CRECHE GUARD BABY IMMUNE SYRUP 100ML,KGS,,0,570.00,0.00
557,,CREPE B ANDAGE 3'',KGS,,0,14.90,0.00
558,,CREPE B ANDAGE 3'' *4.5M,KGS,,0,14.90,0.00
559,,CREPE B ANDAGE 3` *4.5M,KGS,,12,14.90,178.80
560,,CREPE B ANDAGE 4` *4.5M,KGS,,12,19.90,238.80
561,,CREPE BANDAGE 10X4.5,KGS,,0,80.00,0.00
562,,CREPE BANDAGE 1500MM X 4500MM 12`S,KGS,,0,65.00,0.00
563,,"CREPE BANDAGE 5""INCHES",KGS,,0,37.00,0.00
564,,CREPE BANDAGE 7.5X4.5,KGS,,0,50.00,0.00
565,,CREPE BANDAGES 2``,KGS,,0,14.00,0.00
566,,CREPE BANDAGES 4``,KGS,,0,30.00,0.00
567,,CREPE BANDAGES 6``,KGS,,0,42.00,0.00
568,,CRESTOR 10MG 28`S,KGS,,0,60.90,0.00
569,,CRESTOR 20MG TABS 28`S,KGS,,0,62.68,0.00
570,,CRESTOR 5MG 28`S,KGS,,0,48.64,0.00
571,,CRESTOR 5MG TABS 28S,KGS,,0,56.75,0.00
572,,CROWNPLAST 2INCH,KGS,,0,50.00,0.00
573,,CUDO FORTE CAPS 10`S,KGS,,0,299.16,0.00
574,,CYCLOPAM P TABS 20`S,KGS,,1,9.00,9.00
575,,CYCLOPAM SYRUP 30ML,KGS,,1,135.00,135.00
576,,CYMBALTA 30MG 28`S,KGS,,0,176.28,0.00
577,,CYPON SYRUP 100ML,KGS,,4,149.00,596.00
578,,CYPON SYRUP 200ML,KGS,,1,323.00,323.00
579,,CYSTONE X60`S,KGS,,0,15.00,0.00
580,,CYTOTEC 200MG 28`S,KGS,,0,75.00,0.00
581,,D 20K CAPS 10`S,KGS,,10,337.50,"3,375.00"
582,,D-POTT 75MG 30`S,KGS,,0,10.00,0.00
583,,D360K VITAMIN D3 60000 UI 4`S,KGS,,0,85.00,0.00
584,,DABORAL SYRUP(AMINOSIDINE),KGS,,11,187.00,"2,057.00"
585,,DAFENAC-MR TABS 10`S,KGS,,0,15.00,0.00
586,,DAFLON 500MG 30`S,KGS,,0,25.00,0.00
587,,DAKTACORT CREAM 15GMS,KGS,,0,481.50,0.00
588,,DAKTARIN CREAM 20GMS,KGS,,0,303.30,0.00
589,,DAKTARIN ORAL GEL 40G,KGS,,0,798.00,0.00
590,,DALACIN C 150MG 100`S,KGS,,0,48.00,0.00
591,,DALACIN C 300MG 16`S,KGS,,0,"1,688.00",0.00
592,,DANGYL SUSP 100ML,KGS,,0,100.00,0.00
593,,DAWA-FLOX 125MG/5ML  100ML,KGS,,0,250.00,0.00
594,,DAY & NIGHT NURSE CAPS 24S,KGS,,0,87.50,0.00
595,,DAZIT TAB`S 30`S,KGS,,0,40.00,0.00
596,,DAZOLIC 500MG 100`S,KGS,,0,28.00,0.00
597,,DEEP FREEZE COLD SPRAY 150ML,KGS,,0,630.00,0.00
598,,DEEP FREEZE GEL 100G,KGS,,0,583.15,0.00
599,,DEEP FREEZE GEL 35G,KGS,,0,290.00,0.00
600,,DEEP HEAT RUB 15G,KGS,,6,199.00,"1,194.00"
601,,DEEP HEAT RUB 35G - OLD,KGS,,0,204.25,0.00
602,,DEEP HEAT RUB 35GM,KGS,,0,204.25,0.00
603,,DEEP HEAT SPRAY 150ML,KGS,,0,503.00,0.00
604,,DEFLAM RUB 20G,KGS,,0,100.00,0.00
605,,DEKOZI EXP 100ML,KGS,,0,100.00,0.00
606,,DELASED CHESTY 100ML,KGS,,0,133.00,0.00
607,,DELASED DRY 100ML,KGS,,3,122.00,366.00
608,,DELASED PAEDIATRIC 100ML,KGS,,1,133.00,133.00
609,,DELMAR HYPERTONIC NASAL SPRAY 50ML,KGS,,0,725.00,0.00
610,,DELMAR SEA WATRER SOLUTION NASAL SPRAY 50ML,KGS,,0,600.00,0.00
611,,DEMELAN SUNS CREAM 60ML,KGS,,0,"2,500.00",0.00
612,,DENTINOX COLIC DROPS 100ML,KGS,,0,531.00,0.00
613,,DENTINOX TEETHING GEL,KGS,,0,543.07,0.00
614,,DENTOGEL GEL 10G,KGS,,0,168.00,0.00
615,,DEPROGENTA CREAM 15G,KGS,,0,500.00,0.00
616,,DERIPHYLLIN RETARDS 300MG TABS 100`S,KGS,,0,23.40,0.00
617,,DERMAFIN CREAM 15G,KGS,,0,250.00,0.00
618,,DERMOFIX CREAM 20GM,KGS,,0,534.00,0.00
619,,DERMOVATE CREAM 25GM,KGS,,0,638.00,0.00
620,,DERMOVATE OINTMENT 25GM,KGS,,0,612.00,0.00
621,,DETARACIN 5GM OINT,KGS,,0,60.00,0.00
622,,DETRUSITOL 2MG 56`S,KGS,,0,90.00,0.00
623,,DEXAMETHASONE 2MG 50`S,KGS,,0,138.00,0.00
624,,DEXAMETHASONE 4MG,KGS,,0,40.00,0.00
625,,DEXIPAN CREAM 20GM,KGS,,0,258.30,0.00
626,,DEXPURE 10MG 30`S,KGS,,0,30.01,0.00
627,,DF118 TAB`S 30MG 100`S,KGS,,0,59.00,0.00
628,,DI-REC 100MG SUPP. 10`S,KGS,,0,28.00,0.00
629,,DIABETONE CAPS 30`S,KGS,,0,34.00,0.00
630,,DIAGONE KIT4 ORS+10 ZINC TABS,KGS,,0,50.00,0.00
631,,DIAMICRON MR 60MG 30`S,KGS,,0,48.00,0.00
632,,DIANE-35 TABS 21`S,KGS,,0,46.85,0.00
633,,DIAPRIDE PLUS TABS 30`S,KGS,,0,23.12,0.00
634,,DICLOCON-MR 30`S,KGS,,0,15.00,0.00
635,,DICLOFENAC 100MG 100S,KGS,,200,0.99,198.00
636,,DICLOFENAC 50MG 100S,KGS,,200,0.99,198.00
637,,DICLOFENAC GGEL,KGS,,6,32.00,192.00
638,,DICLOMOL SR 100MG 100`S,KGS,,100,7.50,750.00
639,,DICLOSARA MR 10S,KGS,,10,17.00,170.00
640,,DICLOVITA INJ 3ML,KGS,,0,30.00,0.00
641,,DICONAZOL 200MG TABS 100`S FLUCONAZOLE,KGS,,0,13.00,0.00
642,,DICONAZOLE 200MG 10`S,KGS,,0,50.00,0.00
643,,DIESEL,,FUEL AND OILS,555,110.20,"61,161.00"
644,,DIFLUCAN 150MG Ã¯Â¿Â½CAP`S 1`S,KGS,,0,934.00,0.00
645,,DIGEVA-F ANTACID SYRUP 170ML,KGS,,0,225.00,0.00
646,,DIGEVA-F SATCHETS 10ML*25`S,KGS,,0,21.60,0.00
647,,DIGITAL THERMOMETER WITH BEEPER,KGS,,0,400.00,0.00
648,,DIGOXIN 125MCG 28`S,KGS,,0,13.00,0.00
649,,DIGOXIN 125MCG TABS 100S,KGS,,100,2.10,210.00
650,,DIGOXIN 125MCG TABS 84`S,KGS,,0,3.00,0.00
651,,DIGOXIN 250MCG TABS 30`S,KGS,,0,18.67,0.00
652,,DIHYDROCODEINE 30MG TABS 100`S,KGS,,0,12.00,0.00
653,,DIOVAN 80MG Ã¯Â¿Â½28`S,KGS,,0,110.62,0.00
654,,DIPROFOS INJ. 2MG+5MG 2ML AMPULE,KGS,,0,614.00,0.00
655,,DIPROGENTA OINTMENT 15G,KGS,,0,520.00,0.00
656,,DIPROSALIC OINT. 30GM,KGS,,0,709.59,0.00
657,,DIPROSALIC OINTMENT 10G,KGS,,0,407.34,0.00
658,,DIPROSONE CREAM 30G,KGS,,0,666.81,0.00
659,,DIPROSONE OINT 30G,KGS,,0,652.00,0.00
660,,DIRACIP M SUSP 100ML,KGS,,1,169.20,169.20
661,,DIRACIP M TABS 30`S,KGS,,30,6.00,180.00
662,,DIRACIP-M DS TABS 15`S,KGS,,15,11.00,165.00
663,,DISFLATYL 100`S,KGS,,0,10.00,0.00
664,,DISPARIN{ASPIRIN},KGS,,0,10.00,0.00
665,,DISPOSAL FACEMASK 3PLY 50`S,KGS,,0,10.00,0.00
666,,DISSENTEN 2MG TABS 15`S,KGS,,0,26.00,0.00
667,,DIURIDE 10MG 20`S,KGS,,0,35.29,0.00
668,,DIURIDE 20MG 20`S,KGS,,0,58.32,0.00
669,,DO PRO COLLAGEN PLUS BAKUCHIOL 50ML,KGS,,0,"1,730.00",0.00
670,,DOBESIL CAPS 50`S,KGS,,0,46.00,0.00
671,,DOLO-DENK GEL 20G,KGS,,0,423.00,0.00
672,,DOLOACT MR TAB`S 100`S,KGS,,100,19.90,"1,990.00"
673,,DOLOMED MR TABS 100`S,KGS,,0,2.00,0.00
674,,DOLONIL 100MG SR TABS 20`S,KGS,,0,204.00,0.00
675,,DOMADOL 50MG Ã¯Â¿Â½CAPS 100`S,KGS,,0,10.00,0.00
676,,DOMADOL CAPS 100`S,KGS,,0,8.00,0.00
677,,DOMI-10MG 100`S,KGS,,0,10.00,0.00
678,,DOMPAN OD TABS 30`S,KGS,,0,30.00,0.00
679,,DOMPERIDONE SUSP 30ML,KGS,,1,80.00,80.00
680,,DONECEPT 5MG TABS,KGS,,0,35.54,0.00
681,,DORMICUM 15MG 10S,KGS,,0,100.00,0.00
682,,DOXY {DOXYCYCLINE 100MG 100`S,KGS,,1,3.34,3.34
683,,DOXYLAG 100MG CAPS 100`S,KGS,,0,17.73,0.00
684,,DR. TOUX SYRUP 100ML,KGS,,1,181.00,181.00
685,,DREZ Ã¯Â¿Â½OINT. 10G,KGS,,0,108.00,0.00
686,,DREZ GARGLE 100ML,KGS,,0,380.00,0.00
687,,DS GLUCOSE  INTERVENOUS 500ML,KGS,,0,70.00,0.00
688,,DTS-Z KIT,KGS,,2,48.00,96.00
689,,DULCOLAX 10MG SUPP`S 12`S ADULT,KGS,,0,44.00,0.00
690,,DULCOLAX 5MG OVERNIGHT RELIEF TABS 30`S,KGS,,0,11.50,0.00
691,,DULCOLAX 5MG SUPPOSITORIES FOR CHILDREN 5`S,KGS,,0,50.00,0.00
692,,DULCOLAX 5MG TABS 10`S,KGS,,0,6.00,0.00
693,,DULCORAX 5MG TABS,KGS,,30,10.50,315.00
694,,DUO-COTEXCIN 400/320MG TABS 9`S,KGS,,1,38.00,38.00
695,,DUODART CAPS 0.5MG/0.4MG 30`S,KGS,,0,73.80,0.00
696,,DUOFILM SOL. 15ML,KGS,,0,735.00,0.00
697,,DUOTAB 40/320MG TABS 9`S,KGS,,0,20.00,0.00
698,,DUPHALAC SYP. 200ML,KGS,,1,752.00,752.00
699,,DUPHASTON 10MG 20`S,KGS,,0,81.00,0.00
700,,DURATEARS EYE OINT3.5GMS,KGS,,0,280.00,0.00
701,,DUREX :FETHERLITE 3`S,KGS,,0,68.67,0.00
702,,DUREX EXTRA SAFE 3`S,KGS,,0,206.00,0.00
703,,DUREX FEEL ULTRA THIN CONDOMS 3`S,KGS,,0,206.00,0.00
704,,DUREX PERFOMA 3`S,KGS,,0,194.45,0.00
705,,DUREX PLAY GEL 50ML  CHEEKY CHERRY,KGS,,0,400.00,0.00
706,,DUREX PLAY GEL 50ML WARMING,KGS,,0,400.00,0.00
707,,DUREX PLEASURE ME CONDOMS 3`S,KGS,,0,194.45,0.00
708,,DUREX SELECT FLAVOUR 3`S,KGS,,0,248.00,0.00
709,,DUREX SELECT FLAVOURS CONDOMS 3`S,KGS,,0,194.45,0.00
710,,DUST & FILTER MASK 50`S,KGS,,0,30.00,0.00
711,,DUXCOPAN PLUS 20`S,KGS,,0,25.00,0.00
712,,DUZELA 20MG CAPS 30`S,KGS,,0,50.00,0.00
713,,DYNACORT 18MG TABS 30`S,KGS,,0,32.00,0.00
714,,DYNACORT 6MG TABS 30`S,KGS,,0,19.00,0.00
715,,DYNAPAR PLUS TAB`S 100`S,KGS,,0,11.25,0.00
716,,DYNAPAR QPS SOLUTION 30ML,KGS,,0,675.00,0.00
717,,DYRADE-M SUSPENSION 100ML,KGS,,0,195.00,0.00
718,,EBASTEL TABS 10MG 20`S,KGS,,0,101.00,0.00
719,,ECEE 2 TABS,KGS,,0,50.00,0.00
720,,ECOFREE 90MG TABS 10`S,KGS,,0,43.00,0.00
721,,ECOFREE PLUS TABS 10`S,KGS,,0,39.00,0.00
722,,ECOXX 60MG TABS 30`S,KGS,,0,30.00,0.00
723,,EFFERALGAN 1G TABS 8`S,KGS,,0,38.75,0.00
724,,EFFERALGANMED 1000MG TABS 8`S,KGS,,0,39.00,0.00
725,,EFFERALGANMED 500MG TABS 16`S,KGS,,0,25.00,0.00
726,,EFLARON 200MG -METRONIDAZOLE,KGS,,0,1.00,0.00
727,,ELAX ELAXIC FAST GEL 30GM,KGS,,0,100.00,0.00
728,,ELICA OINT 30G,KGS,,0,540.00,0.00
729,,ELOCOM CREAM 15GMS Ã¯Â¿Â½0.1%,KGS,,0,675.00,0.00
730,,ELOCOM OINTMENT 15GMS 0.1%,KGS,,0,652.00,0.00
731,,ELOCON 30ML 0.1% - SCALP LOTION,KGS,,0,"1,145.00",0.00
732,,ELTROXIN TABS 0.1MG 100S - OLD,KGS,,0,12.00,0.00
733,,ELYCLOX 500MG 100`S,KGS,,0,10.00,0.00
734,,ELYCORT CREAM 15GMHYDROCORTISONE,KGS,,1,54.30,54.30
735,,EMA-C 1000 30`S VITAMIN C TABS,KGS,,0,700.00,0.00
736,,EMA-C 1000MG 20`S,KGS,,0,20.00,0.00
737,,EMADINE EYE DROPS 5ML,KGS,,0,320.00,0.00
738,,EMANZEN FORTE 10MG 30`S,KGS,,0,35.00,0.00
739,,EMITINO 4MG TABS 10`S,KGS,,0,55.00,0.00
740,,EMITINO 8MG TABS 10`S,KGS,,0,85.00,0.00
741,,EMITINO SUSP.30ML,KGS,,0,550.00,0.00
742,,EMPIGET 10MG TABS 14`S,KGS,,0,68.00,0.00
743,,EMULSIFYING OINT 500G,KGS,,0,255.00,0.00
744,,ENALAPRIL 10MG TABS,KGS,,100,0.90,90.00
745,,ENALAPRIL 5 MG,KGS,,100,0.70,70.00
746,,ENAPRIL 10MG TAB`S 100`S,KGS,,0,12.00,0.00
747,,ENAPRIL 20MG 100`S,KGS,,0,16.88,0.00
748,,ENAPRIL 5MG TAB`S 100`S,KGS,,0,4.10,0.00
